OBJECTID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,CreationDate,Creator,EditDate,Editor,Shape__Area,Shape__Length,GlobalID
363,BADL,Lands - http://landsnet.nps.gov/tractsnet/documents/BADL/Metadata/badl_metadata.xml,Badlands National Park,2019/07/19 00:00:00+00,SD,MW,1265096,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224522,Badlands,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:49:16.085+00,RJohnson@nps.gov_nps,1879080611.9375,549503.378014509,fc2f136f-9317-4391-90ba-69c4fcf0c585
364,AMIS,Lands - http://landsnet.nps.gov/tractsnet/documents/AMIS/Metadata/amis_metadata.xml,Amistad National Recreation Area,2019/07/22 00:00:00+00,TX,IM,1329499,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2266792,Amistad,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:49:24.636+00,RJohnson@nps.gov_nps,330976091.863281,1253934.35029607,921728fb-daba-4850-b243-39525048e408
366,EFMO,Lands - http://landsnet.nps.gov/tractsnet/documents/EFMO/Metadata/efmo_metadata.xml,Effigy Mounds National Monument,2019/08/19 00:00:00+00,IA,MW,456249,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048392,Effigy Mounds,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:49:37.672+00,RJohnson@nps.gov_nps,18954013.6132813,44137.5853110835,fa493fb9-9dc4-42f3-8ae3-4978731835c0
367,NIOB,Lands - http://landsnet.nps.gov/tractsnet/documents/NIOB/METADATA/niob_metadata.xml,Niobrara National Scenic River,2019/08/19 00:00:00+00,NE,MW,1888949,National Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210709,Niobrara,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:49:44.175+00,RJohnson@nps.gov_nps,218602686.59375,385479.08102898,21ab7332-c46c-4b77-9703-8feb440fb7a1
368,PERI,Lands - http://landsnet.nps.gov/tractsnet/documents/PERI/Metadata/peri_metadata.xml,Pea Ridge National Military Park,2015/08/11 00:00:00+00,AR,MW,53246,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224526,Pea Ridge,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:49:50.502+00,RJohnson@nps.gov_nps,26798846.4921875,30931.5757117349,3fd2a9b8-f06e-4905-a948-0921cb86a7a4
369,PEFO,Lands - http://landsnet.nps.gov/tractsnet/documents/PEFO/METADATA/pefo_metadata.xml,Petrified Forest National Park,2019/08/21 00:00:00+00,AZ,IM,23864,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209625,Petrified Forest,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:49:57.334+00,RJohnson@nps.gov_nps,1347313173.73047,271239.263846695,84e3530e-db49-4c22-bd90-7be5c7419814
370,WIHO,Lands - http://landsnet.nps.gov/tractsnet/documents/WIHO/Metadata/wiho_metadata.xml,William Howard Taft National Historic Site,2019/08/23 00:00:00+00,OH,MW,1888973,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165598,William Howard Taft,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:50:06.932+00,RJohnson@nps.gov_nps,24572.02734375,795.261422567184,cc7f9019-b090-4148-a4b5-0bff207ce099
371,TULE,Lands - http://landsnet.nps.gov/tractsnet/documents/TULE/Metadata/tule_metadata.xml,Tule Lake National Monument,2019/08/29 00:00:00+00,CA,PW,2790524,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2266793 ,Tule Lake,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:50:13.634+00,RJohnson@nps.gov_nps,273265.48828125,2682.86934137242,06f76ddf-f7b5-4e95-b732-90a94077fef5
372,PERL,Lands - http://landsnet.nps.gov/tractsnet/documents/PERL/Metadata/perl_metadata.xml,Pearl Harbor National Memorial,2019/08/29 00:00:00+00,HI,PW,need,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2266794 ,Pearl Harbor,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:50:19.331+00,RJohnson@nps.gov_nps,101961.11328125,3525.15710975608,2ac19976-c9b1-439c-a7b8-7aa6db0ff0a7
373,MUWO,Lands - http://landsnet.nps.gov/tractsnet/documents/MUWO/Metadata/muwo_metadata.xml,Muir Woods National Monument,2019/09/18 00:00:00+00,CA,PW,229295,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2185780,Muir Woods,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:50:27.293+00,RJohnson@nps.gov_nps,3614087.0859375,14889.1584018776,520743f7-6d4c-4670-9d46-e95512aaadb5
379,BICY,Lands - http://landsnet.nps.gov/tractsnet/documents/BICY/Metadata/bicy_metadata.xml,Big Cypress National Preserve,2019/09/26 00:00:00+00,FL,SE,302659,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2266795,Big Cypress,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:50:51.115+00,RJohnson@nps.gov_nps,3659385199.5918,296738.814983042,c91064be-e22d-4381-8256-300054b050a4
381,ALFL,Lands - http://landsnet.nps.gov/tractsnet/documents/ALFL/Metadata/alfl_metadata.xml,Alibates Flint Quarries National Monument,2019/11/25 00:00:00+00,TX,IM,1377214,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047899,Alibates Flint Quarries,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:50:59.603+00,RJohnson@nps.gov_nps,8414268.296875,13826.2522940417,1a694524-bec4-4f11-8562-af6d2fa7c052
382,LAMR,Lands - http://landsnet.nps.gov/tractsnet/documents/LAMR/Metadata/lamr_metadata.xml,Lake Meredith National Recreation Area,2019/11/25 00:00:00+00,TX,IM,1384770,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2268323,Lake Meredith,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:51:07.612+00,RJohnson@nps.gov_nps,255197278.992188,228778.155565475,6d768296-2d66-4828-b1d5-2263e0961282
384,VIIS,Lands - http://landsnet.nps.gov/tractsnet/documents/VIIS/Metadata/viis_metadata.xml,Virgin Islands National Park,2019/10/24 00:00:00+00,VI,SE,1614406,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2259623,Virgin Islands,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:51:19.297+00,RJohnson@nps.gov_nps,67815446.6552734,71984.6260832133,41ab99d2-e649-44d6-8572-89ae984e243f
385,JOMU,Lands - http://landsnet.nps.gov/tractsnet/documents/JOMU/Metadata/jomu_metadata.xml,John Muir National Historic Site,2019/12/16 00:00:00+00,CA,PW,226274,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2169651,John Muir,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:51:25.625+00,RJohnson@nps.gov_nps,2242426.71875,9581.41670186214,62ba026a-28bb-48c1-9039-c5818f4c23dc
388,CALO,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Cape Lookout National Seashore,2013/12/18 00:00:00+00,NC,SE,1000889,National Seashore,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Cape Lookout,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,171056451.429688,233295.323330049,d621c525-6110-49b8-b1a5-b6305c0dde29
390,OLYM,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Olympic National Park,2015/04/22 00:00:00+00,WA,PW,1530459,National Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Olympic,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,8203590772.44531,1158605.37801122,7e8a1a75-5e1c-4bef-8439-4f6cb149a10a
392,POPO,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Poverty Point National Monument,2013/12/18 00:00:00+00,LA,SE,1888953,National Monument,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Poverty Point,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,5667480.11328125,18469.2165140274,eb4b33cc-23ab-487d-bd80-b20fed7072ab
393,ASIS,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Assateague Island National Seashore,2013/12/18 00:00:00+00,MD,NE,589056,National Seashore,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Assateague Island,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,279576044.476563,176295.269894747,b42196ac-5394-4771-979e-d8a74254bb04
394,SAJH,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,San Juan Island National Historical Park,2015/07/24 00:00:00+00,WA,PW,1534055,National Historical Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,San Juan Island,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,19608318.53125,40164.1489106474,10113458-f8a6-4747-a796-5c4c63b07c09
395,REDW,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Redwood National Park,2013/12/18 00:00:00+00,CA,PW,277109,National Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Redwood,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,1011699122.51953,395507.718293155,cbbe3a29-abd5-4984-9255-ee5ccbe43cca
396,SHEN,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Shenandoah National Park,2013/12/18 00:00:00+00,VA,NE,1488805,National Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Shenandoah,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,1309300932.85938,785323.329345385,55a75002-2bfe-4f5b-829c-93920ae922d0
397,ACAD,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Acadia National Park,2013/12/18 00:00:00+00,ME,NE,578853,National Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Acadia,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,274779310.273438,541137.314872004,d211300a-d239-4a8a-926f-98fc4ed8425d
398,TIMU,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Timucuan Ecological and Historic Preserve,2013/12/18 00:00:00+00,FL,SE,2733416,Ecological and Historic Preserve,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Timucuan,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,247930328.857422,265943.52650789,132706f3-8db0-4689-9fb0-806afb467a6c
400,SAJU,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,San Juan National Historic Site,2013/12/18 00:00:00+00,PR,SE,1879024,National Historic Site,Lands,Preliminary data. Contact the Land Resources Program for additional information.,San Juan,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,344663.942382813,8679.12536904959,052845d0-eaca-495a-800e-67d5e0b4b66f
401,BLUE,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Bluestone National Scenic River,2013/12/18 00:00:00+00,WV,NE,1877617,National Scenic River,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Bluestone,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,27851054.6875,59931.2260128621,3b49e07a-cc46-4963-8df0-9e214bd6993e
402,GARI,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Gauley River National Recreation Area,2013/12/18 00:00:00+00,WV,NE,1741168,National Recreation Area,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Gauley River,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,73312115.7578125,134515.802030584,22555926-a10f-493f-b60a-1fa487f1aaf8
403,LEWI,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Lewis and Clark National Historical Park,2019/09/10 00:00:00+00,WA,PW,2055170,National Historical Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Lewis and Clark,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,30650699.734375,79833.7590389393,a6597347-d5b4-4a17-b451-ad1197e5bc2e
404,NEPE,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Nez Perce National Historical Park,2013/12/18 00:00:00+00,WA,PW,394735,National Historical Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Nez Perce,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,36212452.25,88245.3235773357,a81f3f0a-8a7e-414e-a6dd-c8db0653b823
405,LARO,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Lake Roosevelt National Recreation Area,2015/04/22 00:00:00+00,WA,PW,1531834,National Recreation Area,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Lake Roosevelt,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,717714786.164063,1179060.78164311,3c663c17-0b67-4e94-9be1-98bfcfdb2ff4
406,HATU,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Harriet Tubman Underground Railroad National Historical Park,2017/06/30 00:00:00+00,MD,NE,2783291,National Historical Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Harriet Tubman Underground Railroad,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,168814454.292969,106156.507092404,c1028d6f-2921-4ace-9ddf-838e91623bba
407,STEA,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Steamtown National Historic Site,2013/12/18 00:00:00+00,PA,NE,1877509,National Historic Site,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Steamtown,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,436571.8203125,6727.05376107913,d43907e1-911d-4f9f-a304-25f6f2b9efdb
408,EBLA,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Ebey's Landing National Historical Reserve,2015/04/22 00:00:00+00,WA,PW,1888910,National Historical Reserve,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Ebey's Landing,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,164337932.140625,67004.8574560879,5351e13f-32f7-46bd-ac15-2a929e7d8a9f
409,FIIS,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Fire Island National Seashore,2013/12/18 00:00:00+00,NY,NE,970121,National Seashore,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Fire Island,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,138877038.660156,140263.573358465,3beef4db-5697-433d-93f8-75090a17378f
410,CHCH,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Chickamauga and Chattanooga National Military Park,2013/12/18 00:00:00+00,GA,SE,330990,National Military Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Chickamauga and Chattanooga,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,59444193.1523438,210842.715430525,784e6031-7b08-4bb6-a6ee-5ac295753af5
412,GRSM,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Great Smoky Mountains National Park,2013/12/18 00:00:00+00,NC,SE,1018241,National Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Great Smoky Mountains,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,3178103337.20313,808754.047223649,e211338d-f93c-4e88-b957-3483eee77b83
413,NERI,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,New River Gorge National River,2013/12/18 00:00:00+00,VA,NE,1877618,National River,Lands,Preliminary data. Contact the Land Resources Program for additional information.,New River Gorge,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,466875555.035156,377213.328029766,867e2798-493b-48af-ab81-43dee4462ce9
414,CAHA,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Cape Hatteras National Seashore,2013/12/18 00:00:00+00,NC,SE,982628,National Seashore,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Cape Hatteras,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,190369152.667969,345532.78231129,0018f465-5f5d-4e3b-b1e6-6a0ecceab903
415,LOWE,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Lowell National Historical Park,2013/12/18 00:00:00+00,MA,NE,1888940,National Historical Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Lowell,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,896082.22265625,28370.9684089778,c0885bf0-4f09-4487-aff4-4fde659255f6
416,BISO,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Big South Fork National River and Recreation Area,2013/12/18 00:00:00+00,TN,SE,1309762,National River and Recreation Area,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Big South Fork,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,769133447.914063,349536.181012979,105139ed-12b3-4322-a3a5-61a933b8626f
417,DEWA,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Delaware Water Gap National Recreation Area,2018/05/25 00:00:00+00,PA,NE,1193711,National Recreation Area,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Delaware Water Gap,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,492233831.140625,623859.804070282,157dcb57-2d7a-4979-afe5-65b1ccc8dfee
418,ISRO,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Isle Royale National Park,2013/12/18 00:00:00+00,MI,MW,1616980,National Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Isle Royale,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,4985802199.20313,346137.747955731,849de520-38b0-4d7a-8c0d-55cc82fd76b1
419,BLRI,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Blue Ridge Parkway,2013/12/18 00:00:00+00,NC,NT,1009494,Parkway,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Blue Ridge Parkway,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,596234809.414063,2202935.37310499,30ccde20-2ff1-47c2-8038-9f4d9dcf4895
420,VICK,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Vicksburg National Military Park,2013/12/18 00:00:00+00,LA,SE,679217,National Military Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Vicksburg,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,14262049.9765625,58755.9583814368,f7081ea6-84a7-4447-8fd3-6eb568da5cc2
421,DELA,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Delaware National Scenic River,2018/10/17 00:00:00+00,PA,NE,need,National Scenic River,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Delaware,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,19974061.4023438,242145.033268226,548957ac-ed4e-4c37-97af-7219509e14c3
422,HART,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Harriet Tubman National Historical Park,2019/03/21 00:00:00+00,NY,NE,need,National Historical Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Harriet Tubman,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,256383.44140625,2544.29080790636,9b308b08-0d8a-44e3-94fe-903bcb0d911e
423,WHSA,Lands - http://landsnet.nps.gov/tractsnet/documents/WHSA/Metadata/whsa_metadata.xml,White Sands National Park,2020/01/22 00:00:00+00,NM,IM,914261,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239941,White Sands,2020/04/04 02:27:34.451+00,RJohnson@nps.gov_nps,2020/04/04 02:27:34.451+00,RJohnson@nps.gov_nps,850977997.683594,141193.601555264,7abc7e83-0ff1-43a3-a639-414dd3bc2435
424,MNRR,Lands - http://landsnet.nps.gov/tractsnet/documents/MNRR/METADATA/mnrr_metadata.xml,Missouri National Recreation River,2020/01/10 00:00:00+00,SD,MW,2733411,National Recreation River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2242151,Missouri,2020/04/04 03:58:16.830+00,RJohnson@nps.gov_nps,2020/04/04 03:58:16.830+00,RJohnson@nps.gov_nps,514001422.070313,637595.077114869,4be23695-8dc0-4c76-9ea9-8751934ba4b0
425,MIMI,Lands - http://landsnet.nps.gov/tractsnet/documents/MIMI/METADATA/mimi_metadata.xml,Minuteman Missile National Historic Site,2020/02/03 00:00:00+00,SD,MW,2733442,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208028,Minuteman Missile,2020/04/04 03:58:17.545+00,RJohnson@nps.gov_nps,2020/04/04 03:58:17.545+00,RJohnson@nps.gov_nps,339067.44140625,5491.88024363269,a3883d56-9db5-43e9-bbc6-d0960b1681e3
427,DEVA,Lands - http://landsnet.nps.gov/tractsnet/documents/DEVA/METADATA/deva_metadata.xml,Death Valley National Park,2020/01/22 00:00:00+00,CA,PW,857501,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209590,Death Valley,2020/04/04 03:58:25.545+00,RJohnson@nps.gov_nps,2020/04/04 03:58:25.545+00,RJohnson@nps.gov_nps,21544234989.8086,907235.067470562,ed074741-2c04-4ad5-af43-773b1a3bb804
428,SLBE,Lands - http://landsnet.nps.gov/tractsnet/documents/SLBE/METADATA/slbe_metadata.xml,Sleeping Bear Dunes National Lakeshore,2020/02/07 00:00:00+00,MI,MW,638101,National Lakeshore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2272027,Sleeping Bear Dunes,2020/04/04 03:58:27.308+00,RJohnson@nps.gov_nps,2020/04/04 03:58:27.308+00,RJohnson@nps.gov_nps,569864800.570313,345392.468405841,805b02f5-d499-4ad1-b9a8-110168cf423f
429,RICH,Lands - http://landsnet.nps.gov/tractsnet/documents/RICH/Metadata/rich_metadata.xml,Richmond National Battlefield Park,2020/03/09 00:00:00+00,VA,NE,1473199,National Battlefield Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223252,Richmond,2020/04/04 03:58:28.650+00,RJohnson@nps.gov_nps,2020/04/04 03:58:28.650+00,RJohnson@nps.gov_nps,52852900.4804688,181637.596521561,953dd02f-93a8-4118-bfe6-d039f149ab6a
432,INDU,Lands - http://landsnet.nps.gov/tractsnet/documents/INDU/Metadata/INDU_metadata.xml,Indiana Dunes National Park,2020/01/24 00:00:00+00,IN,MW,446903,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225696,Indiana Dunes,2020/04/04 06:06:22.394+00,RJohnson@nps.gov_nps,2020/04/04 06:06:22.394+00,RJohnson@nps.gov_nps,115487726.46875,262805.639332594,032ea754-f201-40b5-996b-c01d06f9671c
435,SAMO,Lands - http://landsnet.nps.gov/tractsnet/documents/SAMO/Metadata/samo_metadata.xml,Santa Monica Mountains National Recreation Area,2020/04/07 00:00:00+00,CA,PW,277263,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2272445,Santa Monica Mountains,2020/06/28 08:15:40.125+00,RJohnson@nps.gov_nps,2020/06/28 08:15:40.125+00,RJohnson@nps.gov_nps,909865167.9375,421692.00218558,c6fad67f-fe6b-437d-8a9c-fe7aeb61a3e8
436,WHIS,Lands - http://landsnet.nps.gov/tractsnet/documents/WHIS/Metadata/whis_metadata.xml,Whiskeytown-Shasta-Trinity National Recreation Area,2020/04/29 00:00:00+00,CA,PW,277264,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049059,Whiskeytown,2020/06/28 08:20:50.420+00,RJohnson@nps.gov_nps,2020/06/28 08:20:50.420+00,RJohnson@nps.gov_nps,296227722.125,88503.7715826602,d699294c-e8cf-458f-ad81-36cb93da3d78
437,NICO,Lands - http://landsnet.nps.gov/tractsnet/documents/NICO/Metadata/nico_metadata.xml,Nicodemus National Historic Site,2020/04/06 00:00:00+00,KS,MW,2733440,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182235,Nicodemus,2020/06/30 02:33:36.394+00,RJohnson@nps.gov_nps,2020/06/30 02:33:36.394+00,RJohnson@nps.gov_nps,31196.65625,1507.62927701825,670b8bee-845c-464d-96d0-9ee16a9d63a2
439,CAGR,Lands - http://landsnet.nps.gov/tractsnet/documents/CAGR/Metadata/cagr_metadata.xml,Casa Grande Ruins National Monument,2020/04/29 00:00:00+00,AZ,IM,44811,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2215969,Casa Grande Ruins,2020/06/30 03:01:32.352+00,RJohnson@nps.gov_nps,2020/06/30 03:22:01.245+00,RJohnson@nps.gov_nps,2730084.2265625,6729.6849379387,5237a67d-83f6-4dfd-b3c9-d0e2d0f3ad55
440,CHPI,Lands - http://landsnet.nps.gov/tractsnet/documents/CHPI/Metadata/chpi_metadata.xml,Charles Pinckney National Historic Site,2020/04/29 00:00:00+00,SC,SE,1252725,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047935,Charles Pinckney,2020/06/30 07:59:54.364+00,RJohnson@nps.gov_nps,2020/06/30 07:59:54.364+00,RJohnson@nps.gov_nps,162342.828125,1655.60242017238,0ac8f37d-97e5-4e60-adfd-a0d386b76ce7
442,REER,Lands - http://landsnet.nps.gov/tractsnet/documents/REER/METADATA/reer_metadata.xml,Reconstruction Era National Historical Park,2020/05/14 00:00:00+00,SC,SE,2783288,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249524,Reconstruction Era,2020/06/30 08:05:59.262+00,RJohnson@nps.gov_nps,2021/01/10 21:53:57.715+00,RJohnson@nps.gov_nps,122108.287109375,4590.45413974653,96c32458-be79-4c65-bc8a-43c1128453fe
